id,diet_type,protein,carbs,fat
,mediterranean,163.49,823.99,554.46
,mediterranean,111.44,379.01,53.54
,mediterranean,71.26,254.86,101.36
,mediterranean,46.41,159.23,235.33
,mediterranean,91.02,277.49,64.45
,mediterranean,262.62,43.46,368.27
,mediterranean,50.78,68.75,32.66
,mediterranean,76.03,41.4,24.7
,mediterranean,133.23,281.65,82.39
,mediterranean,65.29,296.05,47.01
,mediterranean,166.03,46.07,64.46
,mediterranean,138.67,512.17,98.42
,mediterranean,32.22,78.46,72.25
,mediterranean,77.19,129.82,31.19
,mediterranean,67.87,233.76,52.7
,mediterranean,173.33,227.55,281.84
,mediterranean,25.75,206.27,91.42
,mediterranean,178.2,14.66,343.4
,mediterranean,436.65,283.86,388.51
,mediterranean,107.81,69.5,59.74
,mediterranean,235.01,289.66,164.76
,mediterranean,297.98,79.44,304.11
,mediterranean,100.79,14.53,160.58
,mediterranean,329.4,106.49,93.1
,mediterranean,174.59,97.06,164.78
,mediterranean,60.49,361.57,142.8
,mediterranean,98.38,104.75,34.74
,mediterranean,18.29,68.88,30.22
,mediterranean,87.97,182.05,76.83
,mediterranean,31.51,144.29,90.4
,mediterranean,95.12,34.35,784.56
,mediterranean,34.18,115.22,27.23
,mediterranean,73.25,19.56,35.43
,mediterranean,163.25,36.27,61.89
,mediterranean,247.58,224.63,259.78
,mediterranean,205.84,145.35,50.36
,mediterranean,46.52,78.19,41.24
,mediterranean,102.22,1.1,25.48
,mediterranean,297.23,43.93,53
,mediterranean,97.63,143.47,37.37
,mediterranean,251.96,152.38,325.38
,mediterranean,294.18,100.24,375
,mediterranean,14.67,55.62,67.77
,mediterranean,129.23,118.99,93.66
,mediterranean,48.52,37.77,40.98
,mediterranean,103.98,798,274.18
,mediterranean,20.33,90.1,22.66
,mediterranean,143.68,100.92,181.74
,mediterranean,30.7,197.55,113.49
,mediterranean,18.2,288.56,1.71
,mediterranean,127.42,27.02,58.44
,mediterranean,82.67,149.58,128.16
,mediterranean,17.38,27.36,16.82
,mediterranean,130.42,169.05,169.26
,mediterranean,220.9,37.84,136.03
,mediterranean,152.35,165.11,122.58
,mediterranean,99.76,107.78,307.18
,mediterranean,970.31,823.34,322.84
,mediterranean,48.52,268.05,278.23
,mediterranean,103.41,42.09,97.54
,mediterranean,113.91,113.69,164.46
,mediterranean,218.54,308.96,147.28
,mediterranean,42.04,115.5,71.36
,mediterranean,111.01,63.06,49.44
,mediterranean,101.15,309.08,67.03
,mediterranean,46.05,128,51.71
,mediterranean,43.09,209.08,59.17
,mediterranean,181.1,69.02,141.49
,mediterranean,66.88,66.05,73.57
,mediterranean,13.44,99.69,22.25
,mediterranean,35.82,115.03,31.12
,mediterranean,39.26,347.85,83.29
,mediterranean,37.66,84.02,108.06
,mediterranean,227.93,51.62,184.65
,mediterranean,22.49,54.43,46.33
,mediterranean,98.69,215.1,32.2
,mediterranean,127,151.18,150.93
,mediterranean,102.41,387.6,126.97
,mediterranean,355.04,112.89,304.93
,mediterranean,100.42,85.94,51.15
,mediterranean,71.31,218.32,60.34
,mediterranean,44.64,80.82,70.43
,mediterranean,363.39,112.36,306.17
,mediterranean,43.63,168.35,66.91
,mediterranean,1.64,10.27,0.2
,mediterranean,152.24,158.87,79.49
,mediterranean,99.63,192.2,220.65
,mediterranean,54.18,114.77,258.04
,mediterranean,129.58,20.8,30.88
,mediterranean,38.36,154.91,79.92
,mediterranean,51.34,172.22,41.36
,mediterranean,104.99,164.17,98.54
,mediterranean,96.31,318.46,47.83
,mediterranean,71.92,389.19,57.18
,mediterranean,377.68,241.99,275.44
,mediterranean,63.55,128.47,254
,mediterranean,35.42,78.76,93.12
,mediterranean,110.38,202.45,185.25
,mediterranean,66.72,205.83,159.5
,mediterranean,51,14.13,75.57
,mediterranean,255.46,81.7,166.3
,mediterranean,158.84,149.37,128.05
,mediterranean,145.1,112.03,134.68
,mediterranean,108.86,29.66,132.56
,mediterranean,398.42,444.69,118.77
,mediterranean,218.73,156.01,193.1
,mediterranean,43.83,78.64,72.47
,mediterranean,97.53,371.53,54.73
,mediterranean,28.54,114.37,58.47
,mediterranean,407.45,881,145.87
,mediterranean,70.08,161.99,152.23
,mediterranean,84.45,218.71,191.1
,mediterranean,18.08,62.76,102.97
,mediterranean,168.59,57.28,183.82
,mediterranean,14.91,97.1,77.79
,mediterranean,66.6,308.96,526.89
,mediterranean,30.45,202.73,138.23
,mediterranean,141.41,99.83,114.17
,mediterranean,175.17,163.48,189.39
,mediterranean,30.56,113.35,31.73
,mediterranean,97.73,201.04,127.89
,mediterranean,128.29,324.19,135.9
,mediterranean,216.24,210.88,260.79
,mediterranean,168.43,101.65,50.5
,mediterranean,265.8,228.03,337.78
,mediterranean,23.51,99.19,35.13
,mediterranean,190.2,302.85,254.22
,mediterranean,247.13,394.06,303.66
,mediterranean,146.42,197.86,56.9
,mediterranean,192.6,54.69,196.83
,mediterranean,89.55,241.62,359.36
,mediterranean,55.89,62.62,46.94
,mediterranean,38.49,221.18,3.83
,mediterranean,59.78,108.31,72.74
,mediterranean,20.65,136.09,67.09
,mediterranean,55.11,194.3,53.91
,mediterranean,62.34,282.4,54.59
,mediterranean,287.5,138.38,174.66
,mediterranean,294.51,207.31,334.53
,mediterranean,502.47,659.32,429.03
,mediterranean,63.35,183.09,112.59
,mediterranean,148,503.8,1004.58
,mediterranean,74.99,263.03,102.01
,mediterranean,110.67,340.66,85.54
,mediterranean,81.03,403.57,496.19
,mediterranean,191.64,220.82,212.79
,mediterranean,94.42,262.65,113.23
,mediterranean,446.71,234.62,448.83
,mediterranean,66.43,23.5,14.25
,mediterranean,155.62,177.35,250.51
,mediterranean,82.98,25.84,105.67
,mediterranean,174.42,19,148.2
,mediterranean,198.07,208.61,102.58
,mediterranean,34.97,15.12,39.65
,mediterranean,88.12,518.34,245.25
,mediterranean,40.3,66.18,121.73
,mediterranean,73.02,276.1,85.51
,mediterranean,309.78,107.85,55.37
,mediterranean,4.45,22.53,15.58
,mediterranean,49.8,189.68,77.8
,mediterranean,202,168.47,119.43
,mediterranean,211.86,236.26,235.28
,mediterranean,288.73,236.89,176.56
,mediterranean,236.43,225.35,203.05
,mediterranean,531.48,279.16,566.41
,mediterranean,280.68,268.31,211.91
,mediterranean,211.09,119.36,144.07
,mediterranean,656.65,315.52,73.73
,mediterranean,35.31,176.89,213.81
,mediterranean,161.34,442.12,189.36
,mediterranean,226.06,20.76,1092.92
,mediterranean,119.73,253.72,95.35
,mediterranean,442.1,603.47,503.79
,mediterranean,326.24,283.27,390.59
,mediterranean,21.71,40.46,32.12
,mediterranean,21.71,40.46,32.12
,mediterranean,97.73,52.22,84.28
,mediterranean,2.2,5.02,11.12
,mediterranean,186.2,214.33,118.24
,mediterranean,54.84,188.68,89.59
,mediterranean,64.98,63.17,110.36
,mediterranean,14.51,51.09,15.81
,mediterranean,16.26,70.2,21.02
,mediterranean,63.92,283.44,115.42
,mediterranean,22.95,13.03,52.44
,mediterranean,36.11,111.87,52.67
,mediterranean,53.71,128.07,19.18
,mediterranean,49.4,169.6,62.28
,mediterranean,120.08,118.34,48.7
,mediterranean,17.82,10.57,19.72
,mediterranean,133.84,83.83,32.43
,mediterranean,103.54,88.85,144.51
,mediterranean,15.59,28.52,36.19
,mediterranean,107.91,287.32,75.99
,mediterranean,156.4,254.11,60.3
,mediterranean,36.69,156.32,46.86
,mediterranean,98.06,392.51,122.25
,mediterranean,66.11,256.88,90.16
,mediterranean,43.84,31.94,44.49
,mediterranean,263.44,73.29,102.77
,mediterranean,127.39,473.44,96.86
,mediterranean,34.06,54.17,35.91
,mediterranean,88.21,40.02,12.85
,mediterranean,37.88,106.66,56.81
,mediterranean,98.06,392.51,122.25
,mediterranean,65.39,232.64,74.8
,mediterranean,88.07,352.89,122.97
,mediterranean,37.35,64.48,107.8
,mediterranean,37.35,64.48,107.8
,mediterranean,78.2,12.18,44.72
,mediterranean,81.52,130.91,182.29
,mediterranean,64.44,294.7,252.4
,mediterranean,96.62,37.84,74.64
,mediterranean,51.99,192.73,36.48
,mediterranean,246.19,479.71,243.89
,mediterranean,301.35,303.15,79.53
,mediterranean,222.04,249.55,218.59
,mediterranean,104.59,301.23,68.45
,mediterranean,54.04,158.03,72.18
,mediterranean,212.92,20.97,131.37
,mediterranean,58.89,7.65,83.83
,mediterranean,15.79,133.36,27.59
,mediterranean,175.75,78.91,115.15
,mediterranean,160.22,230.34,93.64
,mediterranean,14.57,15.71,84.57
,mediterranean,164.08,374.81,182.37
,mediterranean,100.19,74.38,101.21
,mediterranean,13.63,100.74,49.17
,mediterranean,85.27,189.55,257.96
,mediterranean,181.29,95.95,231.94
,mediterranean,19.24,58.76,83.7
,mediterranean,32.76,108.11,26.86
,mediterranean,219.7,16.96,119.67
,mediterranean,11.97,10.18,16.2
,mediterranean,3.79,26.17,0.77
,mediterranean,0.49,3.01,0.47
,mediterranean,78.18,59.79,14.87
,mediterranean,32.09,143.97,253.87
,mediterranean,37.97,45.47,66.82
,mediterranean,194.02,217.71,153.61
,mediterranean,5.56,42.09,48.92
,mediterranean,124.82,254.42,152.74
,mediterranean,123.91,368.32,94.37
,mediterranean,14.99,66.76,35.63
,mediterranean,14.74,66.78,9.22
,mediterranean,42.2,192.58,63.85
,mediterranean,36.4,31.12,63.61
,mediterranean,153.5,161.76,99.42
,mediterranean,20.31,40.51,16.6
,mediterranean,78.27,60.43,14.94
,mediterranean,299.3,17.94,246.42
,mediterranean,55.29,259.84,175.55
,mediterranean,54.37,5.12,63.36
,mediterranean,196.11,424.6,56.58
,mediterranean,30.47,6.71,79.32
,mediterranean,157.08,4.13,203.02
,mediterranean,69.95,117.51,42.43
,mediterranean,69.95,117.51,42.43
,mediterranean,12.42,16.03,47
,mediterranean,9.33,66.12,151.73
,mediterranean,8.17,24.54,9.86
,mediterranean,51.98,75.46,20.73
,mediterranean,202.68,347.95,223.18
,mediterranean,32.9,26.88,103.77
,mediterranean,25.91,173.42,1.76
,mediterranean,28.99,275.69,22.43
,mediterranean,91.34,114.09,305.39
,mediterranean,54.37,5.12,63.36
,mediterranean,73.61,211.5,34.84
,mediterranean,7.83,23.26,28.67
,mediterranean,78.14,54.23,110.34
,mediterranean,120.35,97.18,216.44
,mediterranean,97.66,148.43,128.5
,mediterranean,60.17,5.18,67.17
,mediterranean,9.61,97.15,56.73
,mediterranean,93.01,295.81,63.97
,mediterranean,4.91,17.12,52.21
,mediterranean,17.04,79.11,58.81
,mediterranean,48.11,194.24,58.47
,mediterranean,398.62,14.54,362.06
,mediterranean,20.4,112.23,20.73
,mediterranean,1.33,6.1,76.91
,mediterranean,171.56,558.02,137.66
,mediterranean,16.06,3.49,26.79
,mediterranean,126.18,271.03,129.4
,mediterranean,93.01,295.81,63.97
,mediterranean,18.51,71.82,19.35
,mediterranean,105.38,132.84,138.37
,mediterranean,305.15,255.9,216.68
,mediterranean,0.78,4.29,0.58
,mediterranean,41.31,137.53,44.65
,mediterranean,36.98,30.73,49.97
,mediterranean,86.6,141.45,46.35
,mediterranean,72.02,234.74,114.23
,mediterranean,72.84,164.58,31.77
,mediterranean,38.53,66.3,37.83
,mediterranean,37.62,128.86,37.84
,mediterranean,9.34,20.65,24.42
,mediterranean,117.79,341.13,117.64
,mediterranean,1.3,7.99,108.28
,mediterranean,36.94,16.97,50.1
,mediterranean,7.46,62.84,28.91
,mediterranean,25.42,29.5,57.79
,mediterranean,48.32,39.28,65.74
,mediterranean,51.65,170.52,50.8
,mediterranean,71.42,18.31,153.77
,mediterranean,83.46,103.01,76.1
,mediterranean,181.08,106.71,192.38
,mediterranean,112.56,256.94,174.63
,mediterranean,24.3,86.45,29.49
,mediterranean,92.69,133.64,134.27
,mediterranean,11.39,34.69,29.76
,mediterranean,52.25,79.67,130.93
,mediterranean,56.22,241.15,243.69
,mediterranean,99.81,27.97,91.99
,mediterranean,170.71,23.08,195.12
,mediterranean,7.54,20.8,15.11
,mediterranean,142.2,56.24,162.61
,mediterranean,77.45,363.81,112.54
,mediterranean,4.04,15.53,5.2
,mediterranean,67.5,27.99,33.7
,mediterranean,9.35,21.07,1.7
,mediterranean,43.65,124.89,46.1
,mediterranean,18.75,18.86,51.67
,mediterranean,248.4,144.45,76.69
,mediterranean,38.93,110.67,28.15
,mediterranean,348.41,13.85,368.92
,mediterranean,1.43,6.65,27.35
,mediterranean,2.07,9.93,34.55
,mediterranean,11.34,34.34,29.74
,mediterranean,86.73,313.4,95.07
,mediterranean,171.66,241.69,38.67
,mediterranean,313.35,12.54,45.94
,mediterranean,130.34,128.61,162.46
,mediterranean,88.05,54.15,42.11
,mediterranean,125.65,66.02,208.96
,mediterranean,276.21,92.24,51.21
,mediterranean,222.58,269.66,378.06
,mediterranean,21.97,70.41,14.4
,mediterranean,55.19,211.54,29.4
,mediterranean,28.94,148.29,38.09
,mediterranean,19.64,64.67,2.54
,mediterranean,105.38,276.44,109.64
,mediterranean,100.61,324.12,41.24
,mediterranean,67.17,31.66,81.51
,mediterranean,118.06,89.77,166.34
,mediterranean,450.05,38.55,632.42
,mediterranean,32.18,21.15,113.26
,mediterranean,86.6,146.39,142.78
,mediterranean,22.33,13.91,19.41
,mediterranean,83.34,33.39,29.8
,mediterranean,4.78,16.13,54.57
,mediterranean,60.23,23.96,68.92
,mediterranean,106.28,201.71,155.3
,mediterranean,46.24,60.14,127.25
,mediterranean,131.06,333.39,111.16
,mediterranean,66.32,80.08,77.63
,mediterranean,81.46,159.34,72.98
,mediterranean,85.99,106.14,113.46
,mediterranean,263.29,58.47,292.73
,mediterranean,146.51,256.79,100.11
,mediterranean,8.74,34.9,48.95
,mediterranean,39.09,100.57,13.04
,mediterranean,38.46,117.26,32.69
,mediterranean,191.01,483.66,289.81
,mediterranean,129.3,160.68,124.17
,mediterranean,72.87,259.08,135.85
,mediterranean,73.23,334.02,63.35
,mediterranean,230.45,36.8,261.35
,mediterranean,10.79,86.97,28.13
,mediterranean,23.12,7.63,21.32
,mediterranean,106.2,125.7,188.29
,mediterranean,107.91,139.13,133.72
,mediterranean,307.22,816.17,401.13
,mediterranean,26.51,34.25,14.15
,mediterranean,86.09,151.77,141.22
,mediterranean,177.75,58.5,237.46
,mediterranean,86.73,313.4,95.07
,mediterranean,93,143.27,99
,mediterranean,62.99,246.69,38.29
,mediterranean,22.75,62.92,44.78
,mediterranean,56.86,156.85,104.19
,mediterranean,151.81,210.45,101.45
,mediterranean,54.25,230.67,78.12
,mediterranean,72.64,50.26,17.2
,mediterranean,11.5,52.16,31.03
,mediterranean,41.83,162.21,28.8
,mediterranean,24.3,86.45,29.49
,mediterranean,171.12,57.68,106.51
,mediterranean,69.3,87.61,153.15
,mediterranean,262.62,30.43,85.48
,mediterranean,398.81,81.23,296.25
,mediterranean,151.81,210.45,101.45
,mediterranean,105.42,96.43,48.64
,mediterranean,122.07,21.35,70.87
,mediterranean,373.31,33.07,52.94
,mediterranean,26.51,34.25,14.15
,mediterranean,36.6,30.78,238.38
,mediterranean,111.07,36.19,35.41
,mediterranean,14.19,36.47,40.3
,mediterranean,130.66,278.76,198.9
,mediterranean,315.42,26.47,37.99
,mediterranean,85.6,204.82,132.69
,mediterranean,177.78,408.92,203.05
,mediterranean,129.13,8.13,73.69
,mediterranean,32.87,279.11,56.05
,mediterranean,58.03,270.82,27.04
,mediterranean,112.74,149.35,109.85
,mediterranean,10.66,46.93,19.96
,mediterranean,13.18,30.07,12.17
,mediterranean,108.18,116.48,78.68
,mediterranean,628.29,3405.55,333.76
,mediterranean,37.17,363.43,39.18
,mediterranean,30.4,154.47,59.88
,mediterranean,135.89,414.04,52.52
,mediterranean,22.94,63.2,43.04
,mediterranean,38.43,177.62,19.1
,mediterranean,167.58,48.5,103.85
,mediterranean,15.61,49.44,14.73
,mediterranean,27.8,134.01,24.77
,mediterranean,53.13,124.98,40.1
,mediterranean,192.03,286.46,352.75
,mediterranean,122.02,292.21,123.83
,mediterranean,31.25,137.82,25.67
,mediterranean,60.57,26.31,71.94
,mediterranean,60.4,88.3,63.35
,mediterranean,146.76,49,47.11
,mediterranean,170.57,179.81,43.83
,mediterranean,9.14,63.49,42.05
,mediterranean,129.12,353.11,119.32
,mediterranean,251.43,19.76,74.71
,mediterranean,350.83,55.57,398.14
,mediterranean,146.76,49,47.11
,mediterranean,96.92,26.12,71.46
,mediterranean,26.76,141.68,55.75
,mediterranean,11.84,53.35,15.66
,mediterranean,135.33,315.5,59.15
,mediterranean,79.11,261.67,111.74
,mediterranean,51.59,188.76,89.75
,mediterranean,95.4,32.96,137.63
,mediterranean,180.78,688.83,83.05
,mediterranean,141.96,222.05,61.19
,mediterranean,11.56,29.91,43.57
,mediterranean,123.05,579.37,138.81
,mediterranean,21.47,181.58,30.31
,mediterranean,6.45,18.39,18.8
,mediterranean,71.5,244.12,92.82
,mediterranean,117.42,38.05,87.38
,mediterranean,137.88,343.99,191.5
,mediterranean,137.24,321.47,28.23
,mediterranean,344.68,336.25,91.18
,mediterranean,197.84,63.17,58.21
,mediterranean,64.69,138.02,127.42
,mediterranean,70.87,315.74,67.61
,mediterranean,71.77,29.34,52.22
,mediterranean,42.14,198.46,26.02
,mediterranean,50.06,240.54,66.9
,mediterranean,440.81,1309.5,246.42
,mediterranean,62.61,198.84,104.81
,mediterranean,49.8,154.59,40.87
,mediterranean,41.93,166.85,37.79
,mediterranean,169.65,125.36,85.39
,mediterranean,142.92,19.53,139.76
,mediterranean,215.8,222.47,259.02
,mediterranean,32.17,33.94,54.83
,mediterranean,161.18,479.59,140.64
,mediterranean,111.07,36.19,35.41
,mediterranean,44.28,204.34,48.32
,mediterranean,374.62,41.9,60.35
,mediterranean,340.89,1540.91,273.57
,mediterranean,138.99,151.85,175.94
,mediterranean,25.63,145.44,9.52
,mediterranean,12.42,67.18,418.9
,mediterranean,8.07,22.65,29.26
,mediterranean,78.98,223.25,33.87
,mediterranean,145.88,322.04,150.4
,mediterranean,91.64,294.27,161.8
,mediterranean,35.8,164.42,16.26
,mediterranean,40.69,120.6,37.82
,mediterranean,27.77,112.44,21.51
,mediterranean,64.47,68.21,52.51
,mediterranean,99.04,259.03,21.87
,mediterranean,71,411.54,22.85
,mediterranean,24.77,27.31,31.06
,mediterranean,281.54,435.21,505.95
,mediterranean,80.19,552.52,56.64
,mediterranean,105.56,143.68,113.1
,mediterranean,63.3,180.81,48.55
,mediterranean,73.68,386.23,93.56
,mediterranean,280.29,307.74,346.05
,mediterranean,122.99,62.6,85.09
,mediterranean,87.19,154.22,40.48
,mediterranean,125.62,181.54,182.68
,mediterranean,140.17,273.14,161.53
,mediterranean,29.91,125.14,19.34
,mediterranean,162.47,39.46,196.29
,mediterranean,245.46,399.69,192.34
,mediterranean,108.94,183.42,32.29
,mediterranean,57.87,207.63,63.58
,mediterranean,37.29,142.11,55.95
,mediterranean,35.57,150.33,51.7
,mediterranean,145.46,121.62,92.06
,mediterranean,15.91,41.88,129.32
,mediterranean,22.94,76.22,43.43
,mediterranean,0.67,4.8,108.3
,mediterranean,267.95,94.63,56.41
,mediterranean,118.23,110.53,78.84
,mediterranean,121.99,159.24,111.56
,mediterranean,85.41,74.04,50.78
,mediterranean,269.54,74.79,244.14
,mediterranean,197.51,99.69,41.37
,mediterranean,259.28,93.06,71.54
,mediterranean,68.02,196.24,241.91
,mediterranean,50.08,160.41,50.8
,mediterranean,43.94,30.83,33.21
,mediterranean,57.02,141.24,87.62
,mediterranean,98.79,114.26,56.14
,mediterranean,59.97,175.09,58.73
,mediterranean,23.05,95.51,140.45
,mediterranean,311.35,225.58,425.7
,mediterranean,527.57,132.31,314.72
,mediterranean,60.32,413.17,46.16
,mediterranean,165.23,29.57,47.17
,mediterranean,338.21,345.34,77.24
,mediterranean,45.74,95.12,113.15
,mediterranean,172.43,252.29,163
,mediterranean,111.85,173.92,211.19
,mediterranean,125.98,162.34,82.14
,mediterranean,78.78,210.05,240.84
,mediterranean,153.2,363.39,176.94
,mediterranean,44.39,80.7,67.79
,mediterranean,175.76,66.7,182.1
,mediterranean,191.86,244.34,210.3
,mediterranean,109.85,244.76,73.04
,mediterranean,163.65,153.36,267.38
,mediterranean,74,340.61,209.49
,mediterranean,14.05,77.71,3.07
,mediterranean,49.02,174.17,77.15
,mediterranean,163.16,519.7,81.16
,mediterranean,140.82,94.66,111.77
,mediterranean,51.1,214.62,79.52
,mediterranean,11,91.99,47.62
,mediterranean,124.68,105.99,56.89
,mediterranean,111.52,164.39,76.33
,mediterranean,214.21,14.59,62.09
,mediterranean,53.13,158.56,71.36
,mediterranean,62.99,145.51,116.56
,mediterranean,305.28,32.01,297.48
,mediterranean,80.41,248.81,39.6
,mediterranean,20.54,17.46,133.1
,mediterranean,5.61,25.78,28.7
,mediterranean,64.35,42.01,164.34
,mediterranean,69.48,26.37,114.28
,mediterranean,48.11,194.24,58.47
,mediterranean,6.47,40.12,2.25
,mediterranean,102.72,23.97,53.77
,mediterranean,15.45,45.81,9.41
,mediterranean,171.67,35.61,247.09
,mediterranean,64.53,133.6,130.47
,mediterranean,260.18,12.51,101.24
,mediterranean,302.2,189.34,77.69
,mediterranean,46.87,48.09,40.92
,mediterranean,57.6,308.47,47.09
,mediterranean,188.31,13.38,53.22
,mediterranean,289.65,9.87,241.83
,mediterranean,104.44,124.69,71.82
,mediterranean,237.99,38.81,245.99
,mediterranean,20.38,50.79,33.34
,mediterranean,44.04,201.55,184.53
,mediterranean,148.98,296.25,65.78
,mediterranean,3.2,24.32,0.83
,mediterranean,291.27,183.3,367.56
,mediterranean,13.35,13.37,16.76
,mediterranean,107.03,106.72,136.32
,mediterranean,11.44,66.82,42.37
,mediterranean,166.18,378.9,57.98
,mediterranean,107.24,295.63,94.26
,mediterranean,1.8,6.98,0.31
,mediterranean,17.35,106.17,27.99
,mediterranean,57.92,47.91,76.64
,mediterranean,48.66,136.81,41.74
,mediterranean,30.65,62.27,59.26
,mediterranean,52.21,193.39,79.48
,mediterranean,9.37,22.46,15.46
,mediterranean,42.77,197.96,47.92
,mediterranean,7.29,49.74,15.09
,mediterranean,5.6,27.96,14.45
,mediterranean,14.2,47.61,65.84
,mediterranean,47.73,339.45,30.88
,mediterranean,37.51,49.78,58.73
,mediterranean,135.03,56.64,207.86
,mediterranean,4.4,20.74,1.09
,mediterranean,339.33,13.64,343.03
,mediterranean,165.98,434.59,177.45
,mediterranean,4.33,23.41,6.15
,mediterranean,43.04,110.04,52.15
,mediterranean,0.17,32.52,0.22
