id,diet_type,protein,carbs,fat
,keto,7.09,40.72,16.1
,keto,217.14,13.59,335.53
,keto,80.72,9.01,59.89
,keto,25.59,8.78,25.2
,keto,83.43,479.9,34.44
,keto,375.92,8.09,64.63
,keto,26.23,64.01,110.21
,keto,142.12,37.8,245.26
,keto,107.46,42.39,203.11
,keto,9.72,12.63,19.06
,keto,167.65,124.1,306.51
,keto,75.92,4.27,121.14
,keto,22.66,70.33,197.06
,keto,21.91,3.42,33.67
,keto,232.88,6.28,215.88
,keto,24.61,45.84,351.68
,keto,188.32,5.75,133.89
,keto,18.61,20.85,166.17
,keto,19.67,32.14,132.2
,keto,0,12,0
,keto,70.04,10.85,128.41
,keto,255.23,4.89,275.25
,keto,10.45,20.25,75.25
,keto,53.77,79.92,266.07
,keto,169.13,7.26,239.23
,keto,225.2,10.55,94.58
,keto,62.59,39.71,65.81
,keto,11.78,30.36,140.04
,keto,22.66,70.33,197.06
,keto,21.91,3.42,33.67
,keto,232.88,6.28,215.88
,keto,24.61,45.84,351.68
,keto,188.32,5.75,133.89
,keto,18.61,20.85,166.17
,keto,19.67,32.14,132.2
,keto,0,12,0
,keto,70.04,10.85,128.41
,keto,255.23,4.89,275.25
,keto,10.45,20.25,75.25
,keto,53.77,79.92,266.07
,keto,169.13,7.26,239.23
,keto,225.2,10.55,94.58
,keto,62.59,39.71,65.81
,keto,11.78,30.36,140.04
,mediterranean,0.25,12.01,0.33
,mediterranean,306.14,43.1,26.55
,mediterranean,187.14,42.31,87.94
,mediterranean,395.5,287.1,291.04
,mediterranean,46.57,139.71,37.7
,mediterranean,333.01,414.66,230.05
,mediterranean,76.64,429.13,58.98
,mediterranean,29.67,23.24,28.44
,mediterranean,4.76,34.08,50.12
,mediterranean,306.68,45.78,26.54
,mediterranean,281.25,78.76,167.28
,mediterranean,33.62,16.2,30.37
,mediterranean,1.09,4.56,0.18
,mediterranean,96.62,37.84,74.64
,mediterranean,218.34,271.22,268.81
,mediterranean,25.97,78.69,57.46
,mediterranean,99.66,116.78,118.14
,mediterranean,216.49,528.48,215.02
,mediterranean,8.11,9.59,14.64
,mediterranean,135.85,31.94,40.02
,mediterranean,1.5,12.79,68.75
,mediterranean,14.19,36.47,40.3
,mediterranean,159.58,10.45,168.86
,mediterranean,108.21,136.89,138.56
,mediterranean,156.48,26.53,88.33
,mediterranean,88.77,305.3,112.14
,mediterranean,327.56,57.06,146.5
,mediterranean,25.18,12.46,59.23
,mediterranean,64.35,201.3,192.7
,mediterranean,8.08,22.69,56.26
,mediterranean,1.5,12.79,68.75
,mediterranean,69.04,28.09,42.29
,mediterranean,47.95,284.92,8.88
,mediterranean,77.45,363.81,112.54
,mediterranean,62.07,192.5,41.81
,mediterranean,64.24,213.66,49.41
,mediterranean,1.69,5.68,14.25
,mediterranean,68.27,41.25,50.83
,mediterranean,10.34,47.1,66.56
,mediterranean,44.88,166.3,100.32
,mediterranean,68.48,300.62,96.8
,mediterranean,18.05,80.87,119.28
,mediterranean,206.85,29.03,258.03
,mediterranean,55.63,217.06,33.77
,mediterranean,74.32,394.77,69.24
,mediterranean,140.01,68.39,108.71
,mediterranean,345.61,150.24,392.03
,mediterranean,119.31,240.48,89.59
,mediterranean,28.88,150.49,59.84
,mediterranean,90.59,253.26,127.67
,mediterranean,132.49,123.37,61.32
,mediterranean,197.86,48.16,84.59
,mediterranean,0.74,3.93,0.16
,mediterranean,88.36,39.99,25.91
,mediterranean,35.22,172.83,72.64
,mediterranean,100.86,254,124.95
,mediterranean,83.82,325.59,120.42
,mediterranean,4.06,22.62,163.26
,mediterranean,131.92,106.72,28.87
,mediterranean,72.24,32.18,21.62
,mediterranean,9.99,21.92,8.78
,mediterranean,206.03,90.4,74.48
,mediterranean,86.43,430.82,121.02
,mediterranean,46.13,82.86,166.28
,mediterranean,39.85,109.52,42.36
,mediterranean,94.96,46.31,85.96
,mediterranean,72.83,50.7,62.3
,mediterranean,112.38,549.98,90.39
,mediterranean,274.45,491.11,321.61
,mediterranean,256.51,70.19,312.08
,mediterranean,162.9,260.05,110.64
,mediterranean,27.05,120.15,46.85
,mediterranean,24.37,84.92,9.07
,mediterranean,60.55,277.05,57.72
,mediterranean,1.89,13.86,2.01
,mediterranean,93.07,3.7,59.04
,mediterranean,7.71,12.57,12.37
,mediterranean,251.23,12.72,54.64
,mediterranean,39.83,92.83,19.93
,mediterranean,7.17,20.8,5.87
,mediterranean,17.88,6.39,21.62
,mediterranean,45.03,18.04,8.17
,mediterranean,52.08,191.86,79.51
,mediterranean,145.7,35.22,41.89
,mediterranean,94.73,17.42,69.99
,mediterranean,6.62,24.47,7.57
,mediterranean,14.73,76.43,12.57
,mediterranean,119.01,180.49,96.61
,mediterranean,81.66,138.32,99.65
,mediterranean,31.63,47.39,23.33
,mediterranean,146.34,20.28,109.94
,mediterranean,9.24,189.03,29.04
,mediterranean,33.97,395.16,41.01
,mediterranean,27.21,140.11,44.56
,mediterranean,136.26,391.03,123.88
,mediterranean,167.34,14.3,6.9
,mediterranean,37.09,129.25,13.45
,mediterranean,65.37,233.41,74.62
,mediterranean,32.23,36.16,56.83
,mediterranean,14.73,76.5,1.77
,mediterranean,26.53,151.27,14.91
,mediterranean,14.02,48.13,16.24
,mediterranean,111.97,137.91,140.62
,mediterranean,83.4,75.67,97.28
,mediterranean,14.02,48.13,16.24
,mediterranean,51.52,5.77,40.72
,mediterranean,23.98,86.02,30.6
,mediterranean,13.54,16.4,72.72
,mediterranean,57.9,10.27,59.68
,mediterranean,134.07,41.94,245.28
,mediterranean,70.36,23.76,19.48
,mediterranean,69.49,52.45,11.42
,mediterranean,115.25,167.93,32.56
,mediterranean,9.52,6.4,82.52
,mediterranean,33.04,183.28,22.2
,mediterranean,115.43,130.82,40.33
,mediterranean,35.9,36.23,36.47
,mediterranean,45.57,66.57,20.23
,mediterranean,34.59,147.52,142.69
,mediterranean,164.46,115.51,125.52
,mediterranean,9.92,75.91,17.29
,mediterranean,38.58,168.61,42.05
,mediterranean,84.71,273.79,171.33
,mediterranean,131.67,60.02,68.43
,mediterranean,171.8,202.28,75.79
,mediterranean,130.32,52.35,38.71
,mediterranean,20.78,69.35,76.67
,mediterranean,90.89,185.11,22.93
,mediterranean,37.18,159.12,37.76
,mediterranean,25.08,106.65,31.38
,mediterranean,236.11,198.49,272.65
,mediterranean,43.46,157.3,54.19
,mediterranean,52.1,227.41,82.75
,mediterranean,166.33,154.45,133.42
,mediterranean,18.06,4.74,18.24
,mediterranean,3.88,23.5,65.63
,mediterranean,16.57,93.13,28.15
,mediterranean,92.57,283.83,44.19
,mediterranean,103.26,124.01,106.03
,mediterranean,5.16,63.53,100.92
,mediterranean,54.74,145.83,77.87
,mediterranean,46.56,120.71,99.2
,mediterranean,74.82,139.48,108.53
,mediterranean,291.3,388.61,204.18
,mediterranean,202.42,228.61,64.46
,mediterranean,201.51,56.78,217.33
,mediterranean,4.17,19.13,31.41
,mediterranean,254.79,121.16,217.51
,mediterranean,19.9,103.46,8.1
,mediterranean,7.39,38.84,29.79
,mediterranean,193.16,58.12,46.71
,mediterranean,197.38,37.84,129.9
,mediterranean,79.91,31.75,68.77
,mediterranean,342.11,1796.28,42.97
,mediterranean,107.1,28,51.06
,mediterranean,108.38,99.73,120.17
,mediterranean,31.3,117.03,38.37
,mediterranean,77.75,15.51,91.47
,mediterranean,57.29,204.87,200.13
,mediterranean,46.21,149.64,49.47
,mediterranean,50.25,111.92,52.68
,mediterranean,215.1,87.94,80.07
,mediterranean,132.19,188.73,117.34
,mediterranean,158.51,400.73,182.47
,mediterranean,48.73,54.13,13.12
,mediterranean,51.53,121.44,71.63
,mediterranean,122.76,142.57,38.35
,mediterranean,82.5,46.84,121.42
,mediterranean,161.8,120.49,36.58
,mediterranean,34.42,122.29,21.7
,mediterranean,39.99,123.57,30.42
,mediterranean,42.54,28.04,12.41
,mediterranean,50.92,214.43,46.68
,mediterranean,77.75,15.51,91.47
,mediterranean,3.6,35.43,55.33
,mediterranean,62.33,231.79,162.89
,mediterranean,199.98,127.87,391.13
,mediterranean,115.89,185.04,90.82
,mediterranean,137.13,149.69,36.17
,mediterranean,98.1,168.47,129.44
,mediterranean,75.79,228.21,155.77
,mediterranean,12.48,17.54,35.05
,mediterranean,116.19,238.09,58.18
,mediterranean,246.13,356.22,122.85
,mediterranean,115.71,449.14,160
,mediterranean,66.87,264.16,108.36
,mediterranean,34.38,112.75,162.01
,mediterranean,157.43,142.85,80.43
,mediterranean,304.97,668.16,248.16
,mediterranean,73.89,371.77,176.18
,mediterranean,186.1,469.49,137.13
,mediterranean,104.48,26.48,135.66
,mediterranean,369.58,69.97,124.59
,mediterranean,16.19,88.02,29.36
,mediterranean,85.78,114.06,62.98
,mediterranean,39.38,194.4,53.3
,mediterranean,58.32,28.12,39.16
,mediterranean,26.17,162.14,73.21
,mediterranean,126.39,137.7,59.16
,mediterranean,276.13,118.02,84.93
,mediterranean,148.73,79.54,113.29
,mediterranean,28.89,120.63,97.89
,mediterranean,55.89,205.66,72.34
,mediterranean,201.99,305.31,155.22
,mediterranean,127.34,143.93,91.39
,mediterranean,85.01,216.9,97.87
,mediterranean,92.93,346.28,85.18
,mediterranean,63.46,12.11,207.31
,mediterranean,38.87,199.05,9.32
,mediterranean,157.38,149.14,33.65
,mediterranean,83.08,245.78,128.92
,mediterranean,63.16,15.43,92.25
,mediterranean,55.96,176.21,24.88
,mediterranean,135.89,107.54,73.46
,mediterranean,118.05,472.46,69.56
,mediterranean,192.56,246.8,76.6
,mediterranean,47.06,183.94,31.28
,mediterranean,219.81,241.58,69.68
,mediterranean,51.53,385.4,94.8
,mediterranean,14.33,17.24,21.07
,mediterranean,87.67,300.32,166.03
,mediterranean,108.97,205.46,131.17
,mediterranean,79.92,157.36,256.33
,mediterranean,21.09,45.43,96.95
,mediterranean,68.41,261.92,74.05
,mediterranean,46.25,214.54,100.01
,mediterranean,114.32,399.02,98.32
,mediterranean,66.63,61.59,29.73
,mediterranean,193.5,358.13,119.93
,mediterranean,226.5,25.46,235.68
,mediterranean,122.02,103.08,133.39
,mediterranean,91.7,315.68,111.15
,mediterranean,98.21,362.25,126.16
,mediterranean,119.32,113.6,44.36
,mediterranean,114.96,295.14,44.41
,mediterranean,94.74,204.03,43.24
,mediterranean,12.75,37.15,18.78
,mediterranean,22.48,72.94,28.65
,mediterranean,19.93,38.85,28.8
,mediterranean,45.76,218.21,22.86
,mediterranean,119.97,72.43,99.75
,mediterranean,156.63,146.77,89.22
,mediterranean,46.8,214.62,146.55
,mediterranean,27.28,54.43,11.69
,mediterranean,75.5,124.6,46.83
,mediterranean,216.89,14.55,57.17
,mediterranean,168.78,35.86,101.78
,mediterranean,40.06,82.28,122.78
,mediterranean,63.36,103.49,44.53
,mediterranean,13.42,66.73,7.59
,mediterranean,24.99,30.4,46.94
,mediterranean,61.46,208.07,99.16
,mediterranean,77.52,122.27,71.98
,mediterranean,135.8,196.97,49.74
,mediterranean,29.4,77.5,73.15
,mediterranean,33.96,33.52,63.65
,mediterranean,35.34,131.79,38
,mediterranean,76.31,187.12,35.35
,mediterranean,383.71,1117.03,407.58
,mediterranean,70.89,16.12,7.68
,mediterranean,314.63,10.1,196.5
,mediterranean,207.97,77.55,52.58
,mediterranean,133.6,104.57,186.81
,mediterranean,39.62,102.71,97.15
,mediterranean,68.59,38.41,161.2
,mediterranean,343.82,471.09,209.11
,mediterranean,174.71,9.39,98.21
,mediterranean,112.64,444.14,118.56
,mediterranean,109.67,127.98,86.41
,mediterranean,21.45,76.91,12.84
,mediterranean,71.64,25,23.37
,mediterranean,46.18,57.38,32.25
,mediterranean,457.76,209.37,413.59
,mediterranean,42.51,103,100.06
,mediterranean,52.77,140.38,77.39
,mediterranean,68.83,266.19,132.63
,mediterranean,33.22,134.41,57.05
,mediterranean,35.38,106.67,55.96
,mediterranean,188.74,286.48,72.65
,mediterranean,46.14,170.31,56.55
,mediterranean,21.35,26.15,87.65
,mediterranean,62.71,225.97,74.79
,mediterranean,28.22,185.36,98.99
,mediterranean,198.07,241.66,110.27
,mediterranean,29.25,177.06,30.37
,mediterranean,157.09,84.48,169.12
,mediterranean,149.82,145.23,290.32
,mediterranean,165.83,183.79,32.66
,mediterranean,120.07,72.86,57.3
,mediterranean,82.54,173.17,66.01
,mediterranean,78.35,213.41,126.95
,mediterranean,26.24,67.75,62.97
,mediterranean,62.92,261.21,46.11
,mediterranean,107.46,145.52,115.87
,mediterranean,169.19,99.96,176.9
,mediterranean,201.82,263.9,82.54
,mediterranean,171.62,276.81,100.32
,mediterranean,28.69,131.26,44.41
,mediterranean,44.57,175.14,114.78
,mediterranean,150.52,112.82,298.33
,mediterranean,20.46,67.02,37.55
,mediterranean,65.28,133.12,65.89
,mediterranean,98.1,168.47,129.44
,mediterranean,64.85,129.27,126.54
,mediterranean,54.14,148.37,47.94
,mediterranean,179.69,280.95,123.53
,mediterranean,65.75,17.32,9.5
,mediterranean,65.74,134.05,43.7
,mediterranean,23.05,98.49,10.43
,mediterranean,139.15,41.59,47.86
,mediterranean,125.93,479.51,173.01
,mediterranean,147.65,44.13,59.24
,mediterranean,169.63,19.19,32.74
,mediterranean,136.5,103.98,127.58
,mediterranean,71.89,108.28,34.5
,mediterranean,89.29,219.85,159.32
,mediterranean,10.61,47.92,56.1
,mediterranean,133.61,112.72,99.29
,mediterranean,86.61,29.54,30.67
,mediterranean,36.8,99.83,4.21
,mediterranean,65.64,201.94,81.84
,mediterranean,62.61,22.08,52.67
,mediterranean,96.13,76.13,85.73
,mediterranean,68.45,353.45,40.49
,mediterranean,160.84,321.64,85.89
,mediterranean,81.71,211.34,46.37
,mediterranean,96.98,37.39,72.95
,mediterranean,101.57,285.16,136.31
,mediterranean,85.21,247.19,119.88
,mediterranean,78.76,211.12,90.15
,mediterranean,46.45,44.94,31.28
,mediterranean,24.29,83.22,6.49
,mediterranean,114.91,154.47,63.75
,mediterranean,120.28,197.28,115.53
,mediterranean,23.57,49.84,180.53
,mediterranean,181.55,156.15,34.61
,mediterranean,80.43,95.36,59.9
,mediterranean,37.34,177.4,42.9
,mediterranean,155.9,253.69,47.55
,mediterranean,68.54,353.53,40.51
,mediterranean,124.61,62.55,91.28
,mediterranean,46.57,146.44,42.64
,mediterranean,186.72,110.23,84.7
,mediterranean,37.01,50.13,94.2
,mediterranean,38.3,93.48,77.28
,mediterranean,188.47,29.81,32.72
,mediterranean,222.7,231.4,131.14
,mediterranean,175.44,20.12,155.5
,mediterranean,101.94,9.54,100.76
,mediterranean,230.79,131.98,104.49
,mediterranean,276.26,137.25,298.42
,mediterranean,262.68,194.06,285.81
,mediterranean,12.97,66.16,51.97
,mediterranean,140.06,67.18,154.02
,mediterranean,143.24,331.15,362.73
,mediterranean,9.75,31.85,4.29
,mediterranean,121.95,84.05,21.39
,mediterranean,443.89,121.59,250.79
,mediterranean,108.1,351.54,63.13
,mediterranean,123.77,111.23,94.53
,mediterranean,276.3,157.66,291.99
,mediterranean,89.7,373.02,45.09
,mediterranean,161.71,368.53,79.63
,mediterranean,26.35,68.86,43.69
,mediterranean,66.83,321.2,57.11
,mediterranean,56.52,46.97,57.12
,mediterranean,275.35,127.17,88.71
,mediterranean,242.5,249.96,23.45
,mediterranean,11.95,46.81,35.36
,mediterranean,102.45,237.63,78.35
,mediterranean,145.7,594.59,261.44
,mediterranean,15.43,30.89,74.44
,mediterranean,351.62,499.77,209.24
,mediterranean,342.31,24.32,147.2
,mediterranean,149.69,341.02,131.89
,mediterranean,56.91,237.33,42.09
,mediterranean,125.96,175.09,74.4
,mediterranean,165.02,24.3,46.4
,mediterranean,46.05,193.53,129
,mediterranean,369.38,291.68,149.5
,mediterranean,115.09,250.06,196.55
,mediterranean,43.45,38.05,30.13
,mediterranean,56.65,227.36,53.62
,mediterranean,143.33,85.48,83.26
,mediterranean,41.97,143.05,31.75
,mediterranean,102.42,26.37,132.34
,mediterranean,293.92,92.77,191.76
,mediterranean,40.38,134.05,69.41
,mediterranean,453.98,311.78,529.02
,mediterranean,46.41,195.73,129.11
,mediterranean,131.8,227.55,96.14
,mediterranean,56.11,344.85,31.98
,mediterranean,65.86,73.77,68.32
,mediterranean,35.73,113.93,95.39
,mediterranean,83.86,294.94,82.96
,mediterranean,89.74,405.64,260.21
,mediterranean,28.74,191.58,28.33
,mediterranean,34.76,223.52,32.97
,mediterranean,140.09,134.08,76.19
,mediterranean,41.21,39.23,284.62
,mediterranean,99.21,50.53,75.7
,mediterranean,276.26,137.25,298.42
,mediterranean,83.5,410.36,65.98
,mediterranean,30.37,249.23,84.95
,mediterranean,72.52,299.04,47.31
,mediterranean,28.79,59.5,75.02
,mediterranean,106.3,28.87,87.74
,mediterranean,122.02,103.08,133.39
,mediterranean,97.38,54.11,123.84
,mediterranean,51.84,175.52,195.42
,mediterranean,19.61,35.1,65.1
,mediterranean,51.84,175.52,195.42
,mediterranean,13.49,58.44,51.42
,mediterranean,182.05,381.92,101.23
,mediterranean,36.81,91.24,164.3
,mediterranean,17.79,144.7,49.16
,mediterranean,100.23,182.1,145.95
,mediterranean,265.63,145.05,270.15
,mediterranean,46.76,251.61,129.47
,mediterranean,178.92,194.05,41.63
,mediterranean,161.94,89.31,38.95
,mediterranean,106.42,110.37,109.31
,mediterranean,54.84,82.03,35.4
,mediterranean,286.36,66.04,73.74
,mediterranean,189.69,441.86,86.94
,mediterranean,89.1,144.34,118.55
,mediterranean,105.07,49.59,82.15
,mediterranean,46.03,103.49,99.18
,mediterranean,443.98,276.18,385.16
,mediterranean,24.03,32.4,97.42
,mediterranean,58.16,290.41,73.18
,mediterranean,127.99,303.53,44.31
,mediterranean,30.37,249.23,84.95
,mediterranean,92.17,48.22,126.85
,mediterranean,60.67,519.99,83.21
,mediterranean,183.83,243.83,101.02
,mediterranean,199.71,260.08,201.94
,mediterranean,117.97,40.32,54.52
,mediterranean,189.69,441.8,117.57
,mediterranean,235.11,284.52,177.74
,mediterranean,182.21,134.25,289.28
,mediterranean,80.8,394.49,66.59
,mediterranean,440.58,109.18,39.36
,mediterranean,71.48,180.63,67.65
,mediterranean,50.03,136.55,157.33
,mediterranean,93.37,99.32,56.08
,mediterranean,6.01,46.96,28.11
,mediterranean,246.45,27.14,97.85
,mediterranean,42.14,238.2,19.21
,mediterranean,111.04,399.52,172.24
,mediterranean,36.17,88.18,126.69
,mediterranean,280.74,59.41,495.9
,mediterranean,191.74,204.42,91.57
,mediterranean,45.15,39.74,59.25
,mediterranean,263.07,130.94,148.11
,mediterranean,193.1,128.94,195.48
,mediterranean,71.58,105.74,76.67
,mediterranean,92.93,183.79,136.57
,mediterranean,59.22,131.34,53.08
,mediterranean,131.9,263.82,194.07
,mediterranean,126.24,181.78,55.14
,mediterranean,30.9,57.09,92.21
,mediterranean,76.7,349.79,58.29
,mediterranean,55.88,152.46,41.88
,mediterranean,22.26,37.87,138.39
,mediterranean,199.7,837.65,117.79
,mediterranean,23,39.76,66.29
,mediterranean,33.21,97.68,93.28
,mediterranean,2.01,361.31,0.63
,mediterranean,257.37,20.68,280.46
,mediterranean,186.01,44.61,155.54
,mediterranean,166.85,609.84,248.82
,mediterranean,199.9,261.85,240.23
,mediterranean,60.36,137.21,69.17
,mediterranean,197.25,41.64,247.52
,mediterranean,74.43,233.24,103.37
,mediterranean,320.52,358.1,388.93
,mediterranean,73.73,218.66,62.93
,mediterranean,88.87,246.89,65.12
,mediterranean,37.49,123.55,165.87
,mediterranean,372.14,112.53,106.82
,mediterranean,192.74,181.7,97.7
,mediterranean,107.95,347.26,143.44
,mediterranean,289.65,60.75,116.53
,mediterranean,269.85,179.15,243.65
,mediterranean,78.62,229.63,63.14
,mediterranean,283.8,82.89,71.18
,mediterranean,95.21,285.36,88.55
,mediterranean,312.48,248.86,205.87
,mediterranean,96.57,251.63,30.86
,mediterranean,133.53,164.18,137.67
,mediterranean,22.02,713.9,160.83
,mediterranean,100.69,314.24,375.24
,mediterranean,30.55,47.32,86.47
,mediterranean,6.54,24.63,28.59
,mediterranean,108.6,291.91,76.37
,mediterranean,173.7,49.02,219.77
,mediterranean,30.25,260.19,41.96
,mediterranean,10.03,47.06,2.83
,mediterranean,88.07,23.33,134.21
,mediterranean,106.38,3.92,86.73
,mediterranean,104.19,257.47,110.55
,mediterranean,4.83,23.97,68.51
,mediterranean,20.87,51.53,38.62
,mediterranean,95.55,33.1,42.2
,mediterranean,60.18,190.28,21.48
,mediterranean,50.1,156.78,113.96
,mediterranean,51.2,6.31,100.89
,mediterranean,137.05,4.98,43.18
,mediterranean,89.99,359.55,50.55
,mediterranean,278.51,183.35,259.41
,mediterranean,0.17,19.3,0.06
,mediterranean,77.67,269.73,40.34
,mediterranean,42.29,11.62,30.6
,mediterranean,58.54,184.62,21.07
,mediterranean,11.72,30.74,10.4
,mediterranean,59.63,73.86,114.77
,mediterranean,75.66,6.74,405.28
,mediterranean,264.82,80.26,249.16
,mediterranean,13.19,41.15,10.48
,mediterranean,85.79,357.52,114.03
,mediterranean,147.94,195.26,245.52
,mediterranean,21.32,43.53,24.99
,mediterranean,7.14,42.74,41.91
,mediterranean,106.14,420.12,409.12
,mediterranean,83.69,3.61,196.71
,mediterranean,63.01,235.56,37.66
,mediterranean,5,115.96,433.39
,mediterranean,392.94,4.74,306.31
,mediterranean,3.67,20.16,41.82
,mediterranean,46.08,59.35,88.77
,mediterranean,135.21,68.9,217.87
,mediterranean,7.88,93.25,16.75
,mediterranean,243.73,174.96,158.3
,mediterranean,4.07,47.79,9.58
,mediterranean,164.68,503.04,109.98
,mediterranean,8.25,28.23,8.52
,mediterranean,8.51,39.76,53.35
,mediterranean,105.69,131.7,55.13
,mediterranean,12.97,11.85,8.16
,mediterranean,38.37,116.47,15.47
,mediterranean,75.33,300.22,104.05
,mediterranean,177.96,70.81,308.26
,mediterranean,329.78,282.19,732.29
,mediterranean,6.78,38.12,95.71
,mediterranean,49.03,116.12,148.69
,mediterranean,1.75,155.39,0.99
,mediterranean,33.94,19.35,58.05
,mediterranean,47.11,182.6,39.28
,mediterranean,41.25,170.46,236.04
,mediterranean,18.73,43.96,73.73
,mediterranean,0.13,8.42,0.2
,mediterranean,450.55,176.05,315.42
,mediterranean,54.91,264.71,49.65
,mediterranean,238.42,358.03,140.01
,mediterranean,29.02,110.85,79.73
,mediterranean,325.06,11.85,233.29
,mediterranean,41.45,146.5,53.19
,mediterranean,51.97,44.78,128.17
,mediterranean,13.32,25.55,10.61
,mediterranean,48.26,7.99,18.59
,mediterranean,171.33,62.31,88.67
,mediterranean,21.97,121.53,221.82
,mediterranean,24.77,141.96,38.07
,mediterranean,24.2,112.28,10.19
,mediterranean,15.02,35.93,17.64
,mediterranean,6.94,17.34,55.8
,mediterranean,8.37,14.68,92.56
,mediterranean,73.78,249,37.79
,mediterranean,264.91,358.69,202.33
,mediterranean,128.71,282.28,165.42
,mediterranean,136.89,107.9,60.69
,mediterranean,530.63,75.37,212.81
,mediterranean,129,19.34,80.39
,mediterranean,247.98,23.15,45.62
,mediterranean,24.7,97.07,57.77
,mediterranean,45.16,133.63,14.41
,mediterranean,63.71,48.83,49.45
,mediterranean,148.79,57.98,132.77
,mediterranean,59.71,220.29,52.11
,mediterranean,132.3,22.39,74.82
,mediterranean,124.59,154.6,157.35
,mediterranean,147.3,594.51,227.82
,mediterranean,114.77,335.39,32.6
,mediterranean,99.28,150.74,90.43
,mediterranean,7.65,76.77,66.46
,mediterranean,607.03,109.27,489.93
,mediterranean,28.47,18.27,87.46
,mediterranean,34.52,256.36,177.34
,mediterranean,74.2,304.9,103.62
,mediterranean,51.11,151.17,43.07
,mediterranean,35.08,46.33,31.2
,mediterranean,140.37,3.65,176.65
,mediterranean,5.7,26.33,66.04
,mediterranean,47.39,131.33,35.18
,mediterranean,60.95,186.23,85.08
,mediterranean,145.6,489.97,274.51
,mediterranean,59.57,180.26,41.17
,mediterranean,137.59,109.12,90.22
,mediterranean,76.13,94.2,72.1
,mediterranean,43.1,237.81,221.51
,mediterranean,34.78,137.31,79.1
,mediterranean,82.73,40.17,21.91
,mediterranean,96.52,32.82,20.63
,mediterranean,30.57,69.51,46.1
,mediterranean,132.09,144.52,19.92
,mediterranean,63.81,178.34,52.16
,mediterranean,155.25,10.07,31.41
,mediterranean,29.87,171.54,36.44
,mediterranean,86.52,207.99,53.49
,mediterranean,50.13,177.58,60.1
,mediterranean,72.74,336.95,148.19
,mediterranean,60.81,189.87,30.64
,mediterranean,176.19,29.61,218.5
,mediterranean,94.19,276.06,53.22
,mediterranean,241.76,159,214.7
,mediterranean,12.46,92.77,74.97
,mediterranean,36.59,89.88,76.79
,mediterranean,84.91,25.57,138.48
,mediterranean,55.5,750,46.32
,mediterranean,60.01,160.48,149.63
,mediterranean,32.34,92.2,39.11
,mediterranean,44.66,319.61,58.39
,mediterranean,357.97,189.46,315
,mediterranean,34.92,112.17,24.8
,mediterranean,163.9,50.07,45.18
,mediterranean,22.88,49.4,26.34
,mediterranean,79.14,306.42,84.84
,mediterranean,154.38,6.93,54.97
,mediterranean,35.83,141.46,70.35
,mediterranean,28.14,151.73,41.51
,mediterranean,31.83,50.32,56.31
,mediterranean,132.98,167.73,110.4
,mediterranean,146.05,23.09,175.75
,mediterranean,71.04,15.83,20.36
,mediterranean,74.43,272.88,137.59
,mediterranean,146.81,132.48,117.38
,mediterranean,20.99,88.57,107.25
,mediterranean,247.52,176.44,55.68
,mediterranean,347.08,35.21,183.42
,mediterranean,139.98,98.53,138.01
,mediterranean,17.61,26.48,54.76
,mediterranean,10.97,56.46,56.84
,mediterranean,73.56,143.19,89.34
,mediterranean,431.11,70.42,122.31
,mediterranean,111.27,362.9,123.01
,mediterranean,56.93,186.48,32.98
,mediterranean,65.75,11.65,218.95
,mediterranean,41.67,55.89,91.17
,mediterranean,199.63,84.21,194.66
,mediterranean,122.62,83.43,118.48
,mediterranean,63.04,198.15,41.35
,mediterranean,14.98,32.93,40.38
,mediterranean,44.16,57.12,80.85
,mediterranean,308.94,55.85,222.81
,mediterranean,89.23,583.51,83.38
,mediterranean,80.33,196.54,47.17
,mediterranean,193.76,128.33,232.77
,mediterranean,36.4,550.77,134.86
,mediterranean,304.84,226.63,109.62
,mediterranean,10.35,122.36,55.72
,mediterranean,97.34,33.28,25.89
,mediterranean,30.48,67.11,49.64
,mediterranean,68.33,42.72,122.26
,mediterranean,13.6,299.79,19.72
,mediterranean,117.65,112.5,141.64
,mediterranean,17.84,92.7,136.41
,mediterranean,35.35,90.7,73.71
,mediterranean,193.58,121.61,339.61
,mediterranean,11.2,27.29,50.67
,mediterranean,118.21,44.88,107.69
,mediterranean,42.95,140.33,73.51
,mediterranean,85.58,194.56,170.81
,mediterranean,57.9,363.37,98.45
,mediterranean,59.02,186.01,62.86
,mediterranean,107.37,302.39,100.57
,mediterranean,59.16,153.47,119.03
,mediterranean,290.36,192.97,380.9
,mediterranean,103.41,194.15,67.1
,mediterranean,43.47,137.98,24.82
,mediterranean,112.06,150.51,98.17
,mediterranean,34.69,212.32,265
,mediterranean,120.5,84.5,76.57
,mediterranean,41.67,149.77,19.93
,mediterranean,7.05,50.56,113.5
,mediterranean,65.86,202.86,47.13
,mediterranean,80.69,141.91,103
,mediterranean,107.48,149.43,123.96
,mediterranean,128.75,376.68,160.56
,mediterranean,134.26,154.66,68.87
,mediterranean,101.96,21.02,232.49
,mediterranean,16.94,29.43,97.55
,mediterranean,53.42,184.36,41.09
,mediterranean,40.09,145,37.25
,mediterranean,29.36,76.22,66.49
,mediterranean,54.68,383.6,112.39
,mediterranean,117.86,116.72,76.96
,mediterranean,179.26,66.72,234.79
,mediterranean,78.92,277.84,151.23
,mediterranean,224.43,78.02,183.6
,mediterranean,175.91,50.03,138.15
